Park Pride,Park Pride is an environmentally-focused nonprofit in the City of Atlanta. ,@parkpride,http://www.facebook.com/ParkPride,jane@parkpride.org,www.parkpride.org
Zoo Atlanta,We strive to inspire the citizens of Atlanta and Georgia and all visitors to the Zoo to value wildlife on Earth and to help safeguard existing species through conservation.,,,clewis@zooatlanta.org,www.zooatlanta.org
So Cal Bulldog Rescue,"Southern California Bulldog Rescue, dedicated to finding homes for English Bulldogs in need.",,www.facebook.com/southerncaliforniabulldogrescue,gvande656@aol.com,www.socalbulldogrescue.org
Iraq and Afghanistan Veterans of America,"IAVA is the voice of the 2.8 million veterans of Iraq and Afghanistan, raising awareness in the media, on Capitol Hill and among the general public. Our mission is to connect, unite and empower post-9/11 veterans.",@iava,https://www.facebook.com/IAVA.org,donate@iava.org,www.iava.org
United Way of Western CT,"United Way of Western Connecticut's vision is that every child enters school ready to learn, every family is financially stable and every community we serve is healthy and strong.",http://twitter.com/uwwesternct,http://www.facebook.com/uwwct,arlene.ajami@uwwesternct.org,www.uwwesternct.org
Ronald McDonald House Charities of Greater Houston/Galveston,"Mission To create, find and support programs that directly improve the health and well being of children.",@rmhchou,https://www.facebook.com/RMHCGHG,tgee@rmhcghg.org,rmhcghg.org
Give Kids The World Village,"Give Kids The World Village is a 73-acre, nonprofit “storybook” resort located near Central Florida’s most beloved attractions. ",,https://www.facebook.com/gktwvillage,LeahB@gktw.org,www.gktw.org
New Avenues for Youth,"Since 1997, New Avenues for Youth has offered programs and services that empower homeless youth to exit street life. ",,https://www.facebook.com/newavenuesforyouth,sshagaga@newavenues.org,newavenues.org
Pike Market Senior Center & Food Bank,"The Pike Market Food Bank serves people of all ages who face hunger. Together, we provide services, activities, and support to promote healthier, more self-sufficient, and fulfilling lives.",,https://www.facebook.com/pikemarketseniorcenter,kelsey@pmsc-dtfb.org,www.pikemarketseniorcenter.org
South Carolina Theatre Association,Raising the standard of theatre arts and theatre education in South Carolina by facilitating participation and effective communication.,@SCTheatreAssoc,https://www.facebook.com/SCTheatreAssoc,SCTA2015@gmail.com,southcarolinatheatre.org
Humane Society of Utah,"Dedicated to the elimination of pain, fear, and suffering in all animals.",,https://www.facebook.com/HumaneSocietyOfUtah?fref=ts,jamie@utahhumane.org,http://www.utahhumane.org/
Home Educating Resource Services,We are a 501(c)3 educational nonprofit charitable organization serving the homeschool community by providing no cost and low cost classes and educational resources to homeschool families.,,www.facebook.com/HomeEducatingResourceServices,HERS@H-E-R-S.org,www.H-E-R-S.org
"Jesus And Kids Evangelistic Saddle Club, dba JAKES Club",Providing free-of-charge therapeutic horseback riding to children with minimal disabilities and presenting peer-modeling opportunities and horsemanship programs for youth volunteers free-of-charge in the Kansas City metro area since 2000.,,www.facebook.com/jesusandkidsevangelisticsaddleclub,info@jakesclub.org,www.jakesclub.org
Feeding America San Diego,"Founded in 2007, Feeding America San Diego is the largest hunger-relief organization in San Diego County. The non-profit organization, funded by philanthropic and community support, is devoted to feeding the hungry, advocacy and education.",@feedingsandiego,facebook.com/feedingamericasd,cennis@feedingamericasd.org,feedingamericasd.org
Minnie's Food Pantry,"Minnie’s Food Pantry is a 501 C3 charity in Collin County, Texas. We provide healthy, nutritious food and red carpet treatment to every person we serve in the community",https://twitter.com/minniespantry,https://www.facebook.com/minniesfoodpantry,erica@minniesfoodpantry.org,www.minniesfoodpantry.org
Domestic Violence Center of Chester County,"Founded in 1976, the Domestic Violence Center of Chester County (DVCCC) is the only agency in Chester County, PA that provides free services exclusively to victims of domestic violence and their children.",,https://www.facebook.com/pages/Domestic-Violence-Center-of-Chester-County/322308010863,tmoody@dvccc.com,www.dvccc.com
Hospitality House of Charlotte,Hospitality House of Charlotte provides lodging to families in medical crisis. Families who stay at HHOC often need to be close to the hospital or treatment facility due to the imminent needs of their patient. ,,,chowell@hhocharlotte.org,www.hhocharlotte.org
Kauai Independent Food Bank,Educate; provide nutritious food for the hungry; respond to emergencies.,,,kmoniz@kauaifoodbank.org,www.kauaifoodbank.org
The Wetlands Conservancy,"Wetlands clean and recharge our water supply, provide critical fish and wildlife habitat, and protect our communities from floods. They are some of the most biologically rich and productive lands in Oregon.",,https://www.facebook.com/WetlandsConservancy,courtneywilson@wetlandsconservancy.org,www.wetlandsconservancy.org
SAFE HAVEN for CHILDREN,"Safe Haven for Children is dedicated to reaching women and encouraging them to make the right choice for themselves and their babies, whether it is a safe-haven relinquishment, adoption, or parenting. ",twitter.com/safehaven2015,www.facebook.com/SafeHavenforChildren,SafeHaven2015@yahoo.com,www.SAFEHAVENforCHILDREN.com
"Paws and Claws Pet Care, Inc.","Our mission is to provide low cost preventative care/maintenance, including micro-chipping, and to advocate the prevention of animal cruelty through the education of pet owners on the value, privilege, and responsibilities of owning a pet. ",,https://www.facebook.com/pacpcinc,chikaesatoh@pacpc.org,www.pacpc.org
Peachtree Student Friendraising,,,,Charlie@psfriendraising.org,http://www.psfriendraising.org/
STARelief and Pet Assistance,"STARelief and Pet Assistance is a 501c3 all volunteer nonprofit dedicated to keeping pets and families together during hard financial times. We provide life-saving pet food and veterinary care, emergency boarding and foster care to pets in need.",https://twitter.com/stareliefpets,https://www.facebook.com/STAReliefandPetAssistance,heather@starelief.org,http://starelief.org/
Engaging Creative Minds,"The purpose of Engaging Creative Minds partnership is to provide creative learning opportunities that encourage imagination and innovation to help students achieve academically, stay engaged in school and succeed in life.",,https://www.facebook.com/engagingcreativeminds/?ref=hl,kathy@engagingcreativeminds.org,www.engagingcreativeminds.org
BUCK Cancer Foundation,We seek to support and fund opportunities and endeavors that build a bridge between ALL viable forms of cancer research and treatment and unite them in one goal: to provide greater comfort to cancer patients during treatment while working toward a cure.,,https://www.facebook.com/BUCKCancerFoundation,DavidThomasSimmons@gmail.com,www.buckcancerfoundation.org
Free Arts NYC,Free Arts NYC provides underserved children and families with a unique combination of educational arts and mentoring programs that help them to foster the self-confidence and resiliency needed to realize their fullest potential.,www.twitter.com/freeartsnyc,https://www.facebook.com/freeartsnyc/,kim@freeartsnyc.org,www.freeartsnyc.org
"Digital Girl, Inc.","Digital Girl, Inc. (DGI) is a non-profit organization dedicated to empowering the underserved youth of New York City, especially young girls, to pursue studies and careers in science, technology, engineering and math (STEM) disciplines. ",www.twitter.com/digitalgirlinc,www.facebook.com/digitalgirlincbk,trobinson@digitalgirlinc.org,www.digitalgirlinc.org
People's Light,"Founded in 1974, People’s Light serves as one of Pennsylvania’s largest professional nonprofit theatres, known for our resident company of artists, eclectic mix of productions, and innovative work with young people. ",,www.facebook.com/PeoplesLight,moss@peopleslight.org,www.peopleslight.org
BestPrep,"BestPrep's mission is to prepare students with business, career, and financial literacy skills through hands-on experiences that inspire success in work and life.",www.twitter.com/BestPrepMN,www.facebook.com/bestprep,shoffer@bestprep.org,www.bestprep.org
Atlanta Pet Rescue & Adoption,"Atlanta Pet Rescue & Adoption (APRA) is a non-profit, no-kill shelter dedicated to rescuing and rehabilitating dogs and cats so they can be adopted into safe and loving forever homes.",www.twitter.com/atlpetrescue,www.facebook.com/atlantapetrescue,volunteers@atlantapetrescue.org,www.atlantapetrescue.org
"The Girl Scouts of Connecticut, Inc.",,,,mvelez@gsofct.org,www.gsofct.org
YMCA Camp Christmas Tree,"We provide a week packed full of exciting and structured activities for the new and returning camper. Campers age 4-14 build self-esteem, learn new skills, and practice the YMCA’s core values of caring, honesty, respect and responsibility. ",,https://www.facebook.com/campchristmastree/,kit.swanson@ymcatwincities.org,www.daycampchristmastree.org
Cristo Rey New York High School,"Cristo Rey New York High School Cristo Rey New York High School (CRNYHS) provides an affordable alternative for urban families who seek a small, Catholic, college-preparatory school for their sons and daughters. ",https://twitter.com/CristoReyNY,https://www.facebook.com/Cristo-Rey-New-York-High-School,bquinn@cristoreyny.org,www.cristoreyny.org
United Labor Agency of Nevada,ULAN is a one-stop agency that provides direct services to those that because of a financial hardship are in jeopardy of becoming homeless or having their utilities disconnected or not being able to put healthy food on the table.,,,audrey@ulan.org,www.ulan.org
"JEFF'S PLACE CHILDREN'S BEREAVEMENT CENTER, INC","Jeff’s Place facilitates healthy integration of loss for children, teens, and their families by helping them feel connected with each other and less alone in their grief journey.",https://twitter.com/JeffsPlace,https://www.facebook.com/JeffsPlaceMetrowest,Lauren@JEFFSPLACEMETROWEST.ORG,WWW.JEFFSPLACEMETROWEST.ORG
The Floating Hospital,"The Floating Hospital provides primary medical, dental, mental healthcare and health education to everyone, regardless of financial, legal or insurance status. ",www.twitter.com/thefloatinghosp,www.facebook.com/FloatingHospitalNYC,blaplaca@thefloatinghospital.org,www.thefloatinghospital.org
Austin Disaster Relief Network,,http://twitter.com/adrntx,https://www.facebook.com/ADRNTX,Michael@adrntx.org,www.adrntx.org
Covenant House Florida,"Covenant House Florida is a shelter for homeless, at-risk and runaway youth under the age of 21 including young moms and their babies. Our mission is to provide a safe place for the youth to achieve independence. ",,https://www.facebook.com/CovenantHouseFlorida,estone@covenanthousefl.org,www.covenanthousefl.org
Panhandle Warrior Partnership,"Our mission is to empower warriors of Northwest Florida through a holistic program of community collaboration designed to connect warriors and their families to the local community through benefits, services, education, jobs, and housing.",https://twitter.com/panhandle2015,https://www.facebook.com/panhandlewarriorpartnership/,sbarrett@panhandlewarriors.org,www.panhandlewarriors.org
Shalom Residential Recovery Program,Residential Recovery Program for women and men who have drug and alcohol addictions.,,,shalomrecoveryservices@gmail.com,
Cosac Foundation,Homelessness outreach and assistance,@homelessvoice,http://facebook.com/homelessvoice,mark@hvoice.org,http:///homelessvoice.org
Miami Rescue Mission,"Changing Lives Since 1922 Organization’s Purpose and Focus: Miami Rescue Mission, Inc. (MRM), a Florida nonprofit corporation, is a charitable faith-based agency providing spiritual, physical, and social services to the poor and needy.",No1ishomeless,facebook.com/miamirescuemission,ddiaz@caringplace.org,www.caringploace.org
Premier Business Development Corp,We are a residential care facility for consumers with a mental health diagnosis.. Our focus is initial stabilization followed by intensive skills building to steadily transition residents into supportive or independent living.,,https://www.facebook.com/serenityplacemccalla/?fref=ts,sstandberry@aol.com,
Communities in Schools of the Nation's Capital,Communities in Schools of the Nation's Capital is the DC affiliate. We bring our unique model to schools within the community by placing site coordinators inside of schools to provide students with exactly what they need.,twitter.com/CISNation,https://www.facebook.com/cisnationscapital/,abrown@cisnationscapital.org,www.cisnationscapital.org
Lovetrees,Removing barriers for women,Twitter.com/lovetreesorg,Facebook.com/lovetreesorg,wesley.nye@lovetrees.org,Lovetrees.org
Simpson Housing Services,Our Programs provide a full continuum of supportive housing services designed to help end chronic homelessness.,,http://www.facebook.com/simpsonhousing/,cgiese@simpsonhousing.org,http://www.simpsonhousing.org
Charleston Community Impact,"CCI, Corp. offers a number of workshops, seminars, mentoring, and coaching opportunities to help build the knowledge and skills of community members.",,https://www.facebook.com/search/168973353238570/local_search?surface=tyah,preacherman1316@gmail.com,www.Charlestoncommunityimpact.org
LowCountry RISE,"More than a reentry program! LowCountry RISE works with the most vulnerable popluation, inmates and their families to assess their strengths and help them successfully monetize their abilities and prevent cycle of destructive lifestyles.",https://twitter.com/lowcountryrise,https://www.facebook.com/LowCountryRise/?fref=ts,Lashea@lowcountryrise.org,LowCountryRISE.org
Triune Performing Arts Academy,"""...it is our mission to provide up and coming inspirational artists resources that will help them make a global impact...""",https://twitter.com/TriuneMgmt,https://www.facebook.com/TriuneManagementBooking/?fref=ts,pastort@thepgnetwork.org,www.triunemanagementandbooking.com
Project L.O.V.E.,LowCountry Voices Thanksgiving Concert,,,creolawashington@yahoo.com,projectlovecharleston.org
Restore Global,Restore Global serves nonprofit organizations by expanding their capacity to fulfill their mission. ,https://twitter.com/Restore_Global,https://www.facebook.com/RestoreGlobal/?fref=ts,Steven@restoreglobal.org,www.restoreglobal.org
Restore Global,"Restore Global was born out of a desire to eliminate waste; corporate waste, government waste, monetary waste, medical waste to name a few.",https://twitter.com/Restore_Global,https://www.facebook.com/RestoreGlobal/,Shannon.Teal@RestoreGlobal.org,http://restoreglobal.org/
Seacoast Church,"We provide Food,Clothing and Medical.",,https://www.facebook.com/northcharlestondreamcenter/,christinasoto@seacoast.org,seacoast.org/northcharleston
Northwood Baptist,,,https://www.facebook.com/NorthwoodBaptist/?ref=bookmarks,tommy@northwoodbaptist.com,http://www.northwoodbaptist.net/
New Life Deliverance Worship Center,A Faith-Based Thrift Store,,,drbuntydesor@gmail.com,www.newlifedeliverenceworshipcenter.com
Creative Chatter Communities,Serving the needs of the community,,,cbraswell777@gmail.com,
Save the City,To help the city,,,landrover@creativechatter.com,
Help the City,Helping the City,,,rollsroyce@creativechatter.com,
First Baptist North Spartanburg,Connect.Grow.Serve,,,terrym@renfrowbros.com,
Skipp Pearson Jazz Foundation,Our Mission... The Skipp Pearson Jazz Legacy Foundation was was created to continue the late Skipp Pearson's life-long mission to foster a greater appreciation of live Jazz music performances.,https://twitter.com/SKPJFoundation,https://www.facebook.com/Skipp-Pearson-Jazz-Foundation,pearsonfoundation@ymail.com,http://www.skpfoundation.org/
